label,message,message_length
0,loosu go hospital de dont let careless,46
0,superb thought grateful u dont everything u want mean u still opportunity happier tomorrow u today,148
1,freeringtonereply real,30
0,hey thk juz go accordin wat discussed yest lor except kb sun co there nt much lesson go attend kb sat,141
0,didt play one day last year know even though good team like india,89
0,yes posted couple pic fb there still snow outside im waking,90
0,im wait till bus pick,55
0,wot u u weirdo,20
0,dear call tmorrowpls accomodate,39
0,born god said oh another idiot born god said oh competition knew one day two become freinds forever,159
0,heart empty without love mind empty without wisdom eye r empty without dream amp life empty without frnds alwys touch good night amp sweet dream,176
1,themobyo yo yohere come new selection hot downloads member get free click open next link sent ur fone,143
0,hey whats charles sorry late reply,49
0,may call later pls,24
0,sorry ill call later,22
0,happen dear tell,24
0,poyyarikaturkolathupalayamunjalur posterode dis ltgt,63
0,please send aunty number,40
0,nice pub near frankie n benny near warner cinema,87
1,ur going bahamas callfreefone speak live operator claim either bahamas cruise cash opt txt x,158
0,yup lunch buffet u eat already,47
0,lol oops sorry fun,27
1,bored housewife chat n date btnational rate pmin landline,95
1,youll rcv msg chat svc free hardcore service text go u get nothing u must age verify yr network try,155
0,call cost guess isnt bad miss ya need ya want ya love ya,79
0,im job profile seems like bpo,32
0,arngd marriage u r walkin unfortuntly snake bite u bt love marriage dancing frnt snake amp sayin bite bite,140
0,merry christmas babe love ya kiss,51
0,ha must walk everywhere take tram cousin said walk vic market hotel,112
0,da vijay going talk jaya tv,39
0,sweetheart hope kind day one load reason smile biola,100
0,able sleep,24
0,sir good morning hope good weekend called let know able raise ltgt dad however said would make rest available mid feb amount still quite short hoping would help good day abiola,276
0,gon na death im gon na leave note say robs fault avenge,94
0,oh ok wait lect havent finish,46
0,told accenture confirm true,55
0,mm feeling sleepy today shall get dear,53
0,im fine hope also,27
0,ok may free gym,34
0,tadaaaaa home babe still,45
0,fine imma get drink somethin want come find,66
0,hi test ltgt rd,30
0,big brother really scraped barrel shower social misfit,74
0,u free sat rite u wan watch infernal affair wif n darren n mayb xy,77
0,alrite sam nic checkin ur numberso ittb,68
0,usual u call ard smth,35
0,whenwhere pick,27
0,darling sister whens school resuming minimum wait period reapply take care,125
0,ill talk others probably come early tomorrow,66
0,princess like make love ltgt time per night hope thats problem,84
1,new mobile must go txt nokia collect todayfrom wwwtcbiz optout gbpmtmsg txtauction,153
1,get brand new mobile phone agent mob plus load goody info text mat,121
0,oh really perform write paper go movie home midnight huh,78
0,done handed dont know mega shop asda count celebration thats im,104
0,really crashed cuddled sofa,41
0,oh ic thought meant mary jane,37
0,pls pls drink plenty plenty water,37
0,oh god im gon na google nearby cliff,43
0,seeing,19
0,good evening,26
0,taste fish curry p,25
0,dahe stupid daalways sending like thisdon believe messagepandy mental,102
0,u reach orchard already u wan go buy ticket first,54
1,filthy story girl waiting,41
1,recpt ordered ringtone order processed,72
0,yunny im goin late,28
0,kaiez enjoy ur tuition gee thk e second option sound beta ill go yan jiu den msg u,99
0,samus shoulder yet,34
0,k happen tonight,27
0,id check there like bowl worth left,57
0,reach home call,23
0,oh ok,7
0,dont want hear anything,32
0,eat old airport road oredi got lot pple,68
0,im reaching home min,27
0,yetunde im class run water make ok pls,72
0,dawhats plan,26
0,vl bcum difficult,27
0,babe said hour almost internet,73
0,carry disturbing,35
0,k k sm chat,23
0,thats cool gentleman treat dignity respect,73
0,r many modelsony ericson also der ltgt luks good bt forgot modl,88
0,edison rightly said fool ask question wise man answer know u speechless viva gmgngegnt,155
0,idc get weaseling way shit twice row,81
0,depends individual lor e hair dresser say pretty parent say look gong u kaypoh also dunno wat collecting,125
0,happy new year man,26
0,going thru different feelingwavering decision coping individualtime heal everything believe,142
0,waking afternoon sup,46
0,im going dinner soon,34
0,hoping would send message rent due dont enough reserve completely gone loan need hoping could balance ltgt way could get till mid march hope pay back,297
0,friend got say he upping order gram he got ltgt get,117
0,picked receipt something earlier,54
0,say ltgt year old man money im last ltgt still waiting check,114
0,always make thing bigger,43
0,say slowly godi love amp need youclean heart bloodsend ten special people amp u c miracle tomorrow itplspls,163
0,suck ill go u hair youll free right,70
1,message brought gmw ltd connected,70
0,evening v good somewhat event laden fill dont worry head ok throat wrecked see six,130
0,see half hour,26
0,hi dear call urgnt dont know whats problem dont want work problem least tell wating reply,156
0,goodnight sleep well da please take care pa please,53
0,ohi asked fun hahatake care,41
0,lovely night wake see message hope smile knowing great morning,128
0,wat time liao still got,31
0,well keep mind ive got enough gas one round trip barring sudden influx cash,98
0,many company tell language,45
0,nightswe nt staying port step liaotoo ex,51
1,dear uve invited xchat final attempt contact u txt chat pmsgrcvdhgsuitelandsrowwjhl ldn yr,143
0,die accidentally deleted e msg suppose put e sim archive haiz sad,89
0,cheer message zogtorius ive staring phone age deciding whether text,107
1,text meet someone sexy today u find date even flirt u join p reply name age eg sam msg recdthirtyeight penny,157
0,need detail online job,37
0,happens r waxsto wat want come ill get medical insurance shell able deliver basic care im currently shopping right medical insurance give til friday morning thats ill see major person guide right insurance,329
0,kkwhen going,24
0,understand loss gain work school,58
0,lasting much hour might get lucky,57
1,important information orange user today lucky dayfind log onto httpwwwurawinnercom there fantastic surprise awaiting,152
0,ok,5
1,hello orange month free access game news sport plus free text photo message reply yes term apply wwworangecoukow,156
0,wan na watch movie,24
0,wan na gym,25
0,going join tomorrow,23
0,aight close still around alexs place,54
1,money wining number wot next,51
0,anytime,10
0,though shd go n fun bar town something sound ok,78
1,gent trying contact last weekend draw show prize guaranteed call claim code k valid hr ppm,159
0,dont talk ever ok word,37
0,oz guy kinda flaky one friend interested picking ltgt worth tonight possible,115
0,work going min,35
0,dude ive seeing lotta corvette lately,45
0,sorry ill call later,22
0,wat u,18
0,e best ur driving tmr,31
0,ok lor im town lei,28
0,xmas story peace xmas msg love xmas miracle jesus hav blessed month ahead amp wish u merry xmas,129
0,huh slow tot u reach long ago liao u day leh,77
0,see christmassy,41
0,hostbased idp linux system,34
0,getting back home,22
0,yes innocent fun,32
0,happy new year melody,23
0,hope great new semester wish best made greatness,96
1,congratulation ur awarded either cd gift voucher free entry weekly draw txt music tncs wwwldewcom winppmxage,150
0,well there lot thing happening lindsay new year sigh bar ptbo blue heron something going,131
1,sunshine quiz wkly q win top sony dvd player u know country algarve txt ansr sptyrone,125
0,ok,5
1,double min double txt price linerental latest orange bluetooth mobile call mobileupd latest offer calloptoutlf,159
0,u sound like manky scouse boy stevelike travelling da bus homewot u inmind recreation dis eve,115
0,cthen thk shd b enuff still got conclusion n content pg n reference ill b da content pg n cover pg,116
0,sorry cant help,32
0,come room point iron plan weekend,75
0,noooooooo please last thing need stress life fair,77
0,anything special,22
0,take ltgt min,36
0,ive called hoping lr malaria know miss guy miss ban big pls give love especially great day,177
0,yeah basically time next week get away mom amp get,89
0,didnt complete gist oh,32
0,beerage,8
0,dun thk ill quit yet hmmm go jazz yogasana oso go meet em lesson den,110
0,sry cant talk phone parent,37
0,message sent askin ltgt dollar shoul pay ltgt ltgt,89
0,horrible u eat mac eat u forgot abt already rite u take long reply thk toot b b prepared wat shall eat,150
0,want kfc tuesday buy meal gravy mark,74
0,tiime dont let hug dont break tear,79
0,im sorry bout last nite wasnt ur fault spouse pmt sumthin u give think u shldxxxx,114
0,registered sinco payee log icicibankcom enter urn ltgt confirm beware fraud share disclose urn anyone,155
0,dnt wnt tlk wid u,22
0,take didnt phone callon friday assume wont year,95
1,want new video phone anytime network min half price line rental free text month reply call free delivery,144
0,wheres mummy boy good bad positive negative mummy made wait hmmmm,122
0,carlosll minute still need buy,54
0,good morning im suffering fever dysentry able come office today,94
0,thread wishlist section forum ppl post nitro request start last page collect bottom,144
0,u look da lib got stuff havent finish yet,56
0,purity friendship two smiling reading forwarded messageits smiling seeing name gud evng musthu,149
0,call say coming today ok tell fool like ok,82
0,shall get pouch,21
0,sorry meeting ill call later,38
0,love u little pocy bell sorry love u,54
1,want new nokia colour phone deliveredtomorrow free minute mobile free text free camcorder reply call,158
0,ok im coming home,23
0,yeah there quite bit left ill swing tomorrow get,67
0,oh phone phoned disconnected,49
0,hi good mornin thanku wish u,39
0,congrats thats great wanted tell tell score co might make relax motivating thanks sharing,142
0,since side fever vomitin,47
0,who say hi drugdealer,36
0,haha kidding papa need drug,35
0,ill text drop x,31
0,hello baby get back mom setting computer filling belly go loverboy miss already sigh,157
0,dun need use dial juz open da browser n surf,53
0,want sent ltgt mesages today thats sorry hurt,66
0,ask g iouri ive told story like ten time already,58
0,never try alone take weight tear come ur heart fall ur eye always remember stupid friend share bslvyl,159
